pair,date,ref_mode,leg_tag,side,size,entry,exit,reason,pips,weighted_pips,open_bar,close_bar
EURJPY,2015-10-09,midpoint,SELL1,SELL,130.0,135.342,134.722,TP,62.0,8060.0,92544,92868
EURJPY,2015-10-10,midpoint,BUY1,BUY,100.0,136.575,135.054,SL,-152.1,-15210.0,92568,92699
EURJPY,2015-10-10,midpoint,SELL1,SELL,130.0,136.575,135.054,TP,152.1,19773.0,92568,92699
EURJPY,2015-10-17,midpoint,BUY1,BUY,100.0,135.539,136.18599999999998,TP,64.7,6470.0,92736,92818
EURJPY,2015-10-17,midpoint,SELL1,SELL,130.0,135.539,134.953,TP,58.6,7618.0,92736,92868
EURJPY,2015-11-06,midpoint,BUY1,BUY,100.0,132.441,131.86,SL,-58.1,-5810.0,93216,93229
EURJPY,2015-11-06,midpoint,SELL1,SELL,130.0,132.441,131.86,TP,58.1,7553.0,93216,93229
EURJPY,2015-11-07,midpoint,BUY1,BUY,100.0,132.221,132.91,TP,68.9,6890.0,93240,93295
EURJPY,2015-11-07,midpoint,SELL1,SELL,130.0,132.221,131.478,TP,74.3,9659.0,93240,93454
EURJPY,2015-11-12,midpoint,BUY1,BUY,100.0,132.121,131.651,SL,-47.0,-4700.0,93360,93368
EURJPY,2015-11-12,midpoint,SELL1,SELL,130.0,132.121,131.651,TP,47.0,6110.0,93360,93368
EURJPY,2015-11-13,midpoint,BUY1,BUY,100.0,132.497,131.48,SL,-101.7,-10170.0,93384,93454
EURJPY,2015-11-13,midpoint,SELL1,SELL,130.0,132.497,131.48,TP,101.7,13221.0,93384,93454
EURJPY,2015-11-14,midpoint,BUY1,BUY,100.0,132.047,131.559,SL,-48.8,-4880.0,93408,93454
EURJPY,2015-11-14,midpoint,SELL1,SELL,130.0,132.047,131.559,TP,48.8,6344.0,93408,93454
EURJPY,2015-11-17,midpoint,BUY1,BUY,100.0,131.739,130.863,SL,-87.6,-8760.0,93480,93568
EURJPY,2015-11-17,midpoint,SELL1,SELL,130.0,131.739,130.863,TP,87.6,11388.0,93480,93568
EURJPY,2015-11-24,midpoint,BUY1,BUY,100.0,130.773,130.352,SL,-42.1,-4210.0,93648,93663
EURJPY,2015-11-24,midpoint,SELL1,SELL,130.0,130.773,130.352,TP,42.1,5473.0,93648,93663
EURJPY,2015-11-26,midpoint,BUY1,BUY,100.0,130.324,129.774,SL,-55.0,-5500.0,93696,93729
EURJPY,2015-11-26,midpoint,SELL1,SELL,130.0,130.324,129.774,TP,55.0,7150.0,93696,93729
EURJPY,2015-11-28,midpoint,BUY1,BUY,100.0,130.011,130.44799999999998,TP,43.7,4370.0,93744,93824
EURJPY,2015-11-28,midpoint,SELL1,SELL,130.0,130.011,133.248,SL,-323.7,-42081.0,93744,93877
EURJPY,2015-12-03,midpoint,BUY1,BUY,100.0,130.762,130.302,SL,-46.0,-4600.0,93864,93874
EURJPY,2015-12-03,midpoint,SELL1,SELL,130.0,130.762,130.302,TP,46.0,5980.0,93864,93874
EURJPY,2015-12-04,midpoint,BUY1,BUY,100.0,133.901,132.259,TIME_EXIT,-164.2,-16420.0,93888,94319
EURJPY,2015-12-04,midpoint,SELL1,SELL,130.0,133.901,132.259,TIME_EXIT,164.2,21346.0,93888,94319
EURJPY,2015-12-23,midpoint,BUY1,BUY,100.0,132.507,132.098,SL,-40.9,-4090.0,94344,94352
EURJPY,2015-12-23,midpoint,SELL1,SELL,130.0,132.507,132.098,TP,40.9,5317.0,94344,94352
EURJPY,2016-01-07,midpoint,BUY1,BUY,100.0,127.835,127.021,SL,-81.4,-8140.0,94704,94712
EURJPY,2016-01-07,midpoint,SELL1,SELL,130.0,127.835,127.021,TP,81.4,10582.0,94704,94712
EURJPY,2016-01-08,midpoint,BUY1,BUY,100.0,128.411,128.82799999999997,TP,41.7,4170.0,94728,94729
EURJPY,2016-01-08,midpoint,SELL1,SELL,130.0,128.411,126.785,TP,162.6,21138.0,94728,95031
EURJPY,2016-01-11,midpoint,BUY1,BUY,100.0,128.031,127.642,SL,-38.9,-3890.0,94800,94815
EURJPY,2016-01-11,midpoint,SELL1,SELL,130.0,128.031,127.642,TP,38.9,5057.0,94800,94815
EURJPY,2016-01-13,midpoint,BUY1,BUY,100.0,127.768,128.207,TP,43.9,4390.0,94848,94862
EURJPY,2016-01-13,midpoint,SELL1,SELL,130.0,127.768,127.455,TP,31.3,4069.0,94848,94966
EURJPY,2016-01-15,midpoint,BUY1,BUY,100.0,128.363,127.746,SL,-61.7,-6170.0,94896,94909
EURJPY,2016-01-15,midpoint,SELL1,SELL,130.0,128.363,127.746,TP,61.7,8021.0,94896,94909
EURJPY,2016-01-20,midpoint,BUY1,BUY,100.0,128.271,127.789,SL,-48.2,-4820.0,95016,95022
EURJPY,2016-01-20,midpoint,SELL1,SELL,130.0,128.271,127.789,TP,48.2,6266.0,95016,95022
EURJPY,2016-01-23,midpoint,BUY1,BUY,100.0,128.205,128.628,TP,42.3,4230.0,95088,95176
EURJPY,2016-01-23,midpoint,SELL1,SELL,130.0,128.205,131.428,SL,-322.3,-41899.0,95088,95235
EURJPY,2016-01-26,midpoint,BUY1,BUY,100.0,128.311,127.85,SL,-46.1,-4610.0,95160,95166
EURJPY,2016-01-26,midpoint,SELL1,SELL,130.0,128.311,127.85,TP,46.1,5993.0,95160,95166
EURJPY,2016-01-28,midpoint,BUY1,BUY,100.0,129.165,129.67999999999998,TP,51.5,5150.0,95208,95217
EURJPY,2016-01-28,midpoint,SELL1,SELL,130.0,129.165,128.25,TP,91.5,11895.0,95208,95535
EURJPY,2016-01-30,midpoint,BUY1,BUY,100.0,131.176,129.514,SL,-166.2,-16620.0,95256,95484
EURJPY,2016-01-30,midpoint,SELL1,SELL,130.0,131.176,129.514,TP,166.2,21606.0,95256,95484
EURJPY,2016-02-02,midpoint,BUY1,BUY,100.0,131.681,131.251,SL,-43.0,-4300.0,95328,95343
EURJPY,2016-02-02,midpoint,SELL1,SELL,130.0,131.681,131.251,TP,43.0,5590.0,95328,95343
EURJPY,2016-02-10,midpoint,BUY1,BUY,100.0,130.03,128.266,SL,-176.4,-17640.0,95520,95535
EURJPY,2016-02-10,midpoint,SELL1,SELL,130.0,130.03,128.266,TP,176.4,22932.0,95520,95535
EURJPY,2016-02-12,midpoint,BUY1,BUY,100.0,127.288,128.171,TP,88.3,8830.0,95568,95665
EURJPY,2016-02-12,midpoint,SELL1,SELL,130.0,127.288,125.775,TP,151.3,19669.0,95568,95732
EURJPY,2016-02-13,midpoint,BUY1,BUY,100.0,127.378,127.849,TP,47.1,4710.0,95592,95645
EURJPY,2016-02-13,midpoint,SELL1,SELL,130.0,127.378,126.38,TP,99.8,12974.0,95592,95723
EURJPY,2016-02-18,midpoint,BUY1,BUY,100.0,127.093,126.634,SL,-45.9,-4590.0,95712,95720
EURJPY,2016-02-18,midpoint,SELL1,SELL,130.0,127.093,126.634,TP,45.9,5967.0,95712,95720
EURJPY,2016-03-05,midpoint,BUY1,BUY,100.0,125.208,123.934,SL,-127.4,-12740.0,96096,96186
EURJPY,2016-03-05,midpoint,SELL1,SELL,130.0,125.208,123.934,TP,127.4,16562.0,96096,96186
EURJPY,2016-03-08,midpoint,BUY1,BUY,100.0,124.983,124.242,SL,-74.1,-7410.0,96168,96169
EURJPY,2016-03-08,midpoint,SELL1,SELL,130.0,124.983,124.242,TP,74.1,9633.0,96168,96169
EURJPY,2016-03-10,midpoint,BUY1,BUY,100.0,124.392,125.086,TP,69.4,6940.0,96216,96230
